关卡id,守关BOSS,展示模型,关卡奖励,战斗地图,镜像属性系数,镜像奖励,护卫BOSS,护卫奖励
1619,51619,21036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.41,""hp"":2.41","{""a"":""item"",""t"":""2026"",""n"":10}",10633,"{""a"":""item"",""t"":""2026"",""n"":1}"
1620,51620,35036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.41,""hp"":2.41","{""a"":""item"",""t"":""2026"",""n"":10}",10633,"{""a"":""item"",""t"":""2026"",""n"":1}"
1621,51621,14026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.42,""hp"":2.42","{""a"":""item"",""t"":""2026"",""n"":10}",10634,"{""a"":""item"",""t"":""2026"",""n"":1}"
1622,51622,45046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.42,""hp"":2.42","{""a"":""item"",""t"":""2026"",""n"":10}",10634,"{""a"":""item"",""t"":""2026"",""n"":1}"
1623,51623,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.42,""hp"":2.42","{""a"":""item"",""t"":""2026"",""n"":10}",10634,"{""a"":""item"",""t"":""2026"",""n"":1}"
1624,51624,25076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.42,""hp"":2.42","{""a"":""item"",""t"":""2026"",""n"":10}",10634,"{""a"":""item"",""t"":""2026"",""n"":1}"
1625,51625,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.42,""hp"":2.42","{""a"":""item"",""t"":""2026"",""n"":10}",10635,"{""a"":""item"",""t"":""2026"",""n"":1}"
1626,51626,15036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.42,""hp"":2.42","{""a"":""item"",""t"":""2026"",""n"":10}",10635,"{""a"":""item"",""t"":""2026"",""n"":1}"
1627,51627,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.42,""hp"":2.42","{""a"":""item"",""t"":""2026"",""n"":10}",10635,"{""a"":""item"",""t"":""2026"",""n"":1}"
1628,51628,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.42,""hp"":2.42","{""a"":""item"",""t"":""2026"",""n"":10}",10635,"{""a"":""item"",""t"":""2026"",""n"":1}"
1629,51629,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.42,""hp"":2.42","{""a"":""item"",""t"":""2026"",""n"":10}",10636,"{""a"":""item"",""t"":""2026"",""n"":1}"
1630,51630,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.42,""hp"":2.42","{""a"":""item"",""t"":""2026"",""n"":10}",10636,"{""a"":""item"",""t"":""2026"",""n"":1}"
1631,51631,51016,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.43,""hp"":2.43","{""a"":""item"",""t"":""2026"",""n"":10}",10636,"{""a"":""item"",""t"":""2026"",""n"":1}"
1632,51632,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.43,""hp"":2.43","{""a"":""item"",""t"":""2026"",""n"":10}",10636,"{""a"":""item"",""t"":""2026"",""n"":1}"
1633,51633,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.43,""hp"":2.43","{""a"":""item"",""t"":""2026"",""n"":10}",10637,"{""a"":""item"",""t"":""2026"",""n"":1}"
1634,51634,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.43,""hp"":2.43","{""a"":""item"",""t"":""2026"",""n"":10}",10637,"{""a"":""item"",""t"":""2026"",""n"":1}"
1635,51635,43056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.43,""hp"":2.43","{""a"":""item"",""t"":""2026"",""n"":10}",10637,"{""a"":""item"",""t"":""2026"",""n"":1}"
1636,51636,12036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.43,""hp"":2.43","{""a"":""item"",""t"":""2026"",""n"":10}",10637,"{""a"":""item"",""t"":""2026"",""n"":1}"
1637,51637,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.43,""hp"":2.43","{""a"":""item"",""t"":""2026"",""n"":10}",10638,"{""a"":""item"",""t"":""2026"",""n"":1}"
1638,51638,52046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.43,""hp"":2.43","{""a"":""item"",""t"":""2026"",""n"":10}",10638,"{""a"":""item"",""t"":""2026"",""n"":1}"
1639,51639,21036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.43,""hp"":2.43","{""a"":""item"",""t"":""2026"",""n"":10}",10638,"{""a"":""item"",""t"":""2026"",""n"":1}"
1640,51640,35036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.43,""hp"":2.43","{""a"":""item"",""t"":""2026"",""n"":10}",10638,"{""a"":""item"",""t"":""2026"",""n"":1}"
1641,51641,14026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.44,""hp"":2.44","{""a"":""item"",""t"":""2026"",""n"":10}",10639,"{""a"":""item"",""t"":""2026"",""n"":1}"
1642,51642,45046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.44,""hp"":2.44","{""a"":""item"",""t"":""2026"",""n"":10}",10639,"{""a"":""item"",""t"":""2026"",""n"":1}"
1643,51643,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.44,""hp"":2.44","{""a"":""item"",""t"":""2026"",""n"":10}",10639,"{""a"":""item"",""t"":""2026"",""n"":1}"
1644,51644,25076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.44,""hp"":2.44","{""a"":""item"",""t"":""2026"",""n"":10}",10639,"{""a"":""item"",""t"":""2026"",""n"":1}"
1645,51645,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.44,""hp"":2.44","{""a"":""item"",""t"":""2026"",""n"":10}",10640,"{""a"":""item"",""t"":""2026"",""n"":1}"
1646,51646,15036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.44,""hp"":2.44","{""a"":""item"",""t"":""2026"",""n"":10}",10640,"{""a"":""item"",""t"":""2026"",""n"":1}"
1647,51647,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.44,""hp"":2.44","{""a"":""item"",""t"":""2026"",""n"":10}",10640,"{""a"":""item"",""t"":""2026"",""n"":1}"
1648,51648,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.44,""hp"":2.44","{""a"":""item"",""t"":""2026"",""n"":10}",10640,"{""a"":""item"",""t"":""2026"",""n"":1}"
1649,51649,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.44,""hp"":2.44","{""a"":""item"",""t"":""2026"",""n"":10}",10641,"{""a"":""item"",""t"":""2026"",""n"":1}"
1650,51650,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.44,""hp"":2.44","{""a"":""item"",""t"":""2026"",""n"":10}",10641,"{""a"":""item"",""t"":""2026"",""n"":1}"
1651,51651,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.45,""hp"":2.45","{""a"":""item"",""t"":""2026"",""n"":10}",10641,"{""a"":""item"",""t"":""2026"",""n"":1}"
1652,51652,35036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.45,""hp"":2.45","{""a"":""item"",""t"":""2026"",""n"":10}",10641,"{""a"":""item"",""t"":""2026"",""n"":1}"
1653,51653,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.45,""hp"":2.45","{""a"":""item"",""t"":""2026"",""n"":10}",10642,"{""a"":""item"",""t"":""2026"",""n"":1}"
1654,51654,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.45,""hp"":2.45","{""a"":""item"",""t"":""2026"",""n"":10}",10642,"{""a"":""item"",""t"":""2026"",""n"":1}"
1655,51655,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.45,""hp"":2.45","{""a"":""item"",""t"":""2026"",""n"":10}",10642,"{""a"":""item"",""t"":""2026"",""n"":1}"
1656,51656,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.45,""hp"":2.45","{""a"":""item"",""t"":""2026"",""n"":10}",10642,"{""a"":""item"",""t"":""2026"",""n"":1}"
1657,51657,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.45,""hp"":2.45","{""a"":""item"",""t"":""2026"",""n"":10}",10643,"{""a"":""item"",""t"":""2026"",""n"":1}"
1658,51658,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.45,""hp"":2.45","{""a"":""item"",""t"":""2026"",""n"":10}",10643,"{""a"":""item"",""t"":""2026"",""n"":1}"
1659,51659,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.45,""hp"":2.45","{""a"":""item"",""t"":""2026"",""n"":10}",10643,"{""a"":""item"",""t"":""2026"",""n"":1}"
1660,51660,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.45,""hp"":2.45","{""a"":""item"",""t"":""2026"",""n"":10}",10643,"{""a"":""item"",""t"":""2026"",""n"":1}"
1661,51661,34026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.46,""hp"":2.46","{""a"":""item"",""t"":""2026"",""n"":10}",10644,"{""a"":""item"",""t"":""2026"",""n"":1}"
1662,51662,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.46,""hp"":2.46","{""a"":""item"",""t"":""2026"",""n"":10}",10644,"{""a"":""item"",""t"":""2026"",""n"":1}"
1663,51663,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.46,""hp"":2.46","{""a"":""item"",""t"":""2026"",""n"":10}",10644,"{""a"":""item"",""t"":""2026"",""n"":1}"
1664,51664,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.46,""hp"":2.46","{""a"":""item"",""t"":""2026"",""n"":10}",10644,"{""a"":""item"",""t"":""2026"",""n"":1}"
1665,51665,25076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.46,""hp"":2.46","{""a"":""item"",""t"":""2026"",""n"":10}",10645,"{""a"":""item"",""t"":""2026"",""n"":1}"
1666,51666,34026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.46,""hp"":2.46","{""a"":""item"",""t"":""2026"",""n"":10}",10645,"{""a"":""item"",""t"":""2026"",""n"":1}"
1667,51667,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.46,""hp"":2.46","{""a"":""item"",""t"":""2026"",""n"":10}",10645,"{""a"":""item"",""t"":""2026"",""n"":1}"
1668,51668,14036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.46,""hp"":2.46","{""a"":""item"",""t"":""2026"",""n"":10}",10645,"{""a"":""item"",""t"":""2026"",""n"":1}"
1669,51669,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.46,""hp"":2.46","{""a"":""item"",""t"":""2026"",""n"":10}",10646,"{""a"":""item"",""t"":""2026"",""n"":1}"
1670,51670,13046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.46,""hp"":2.46","{""a"":""item"",""t"":""2026"",""n"":10}",10646,"{""a"":""item"",""t"":""2026"",""n"":1}"
1671,51671,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.47,""hp"":2.47","{""a"":""item"",""t"":""2026"",""n"":10}",10646,"{""a"":""item"",""t"":""2026"",""n"":1}"
1672,51672,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.47,""hp"":2.47","{""a"":""item"",""t"":""2026"",""n"":10}",10646,"{""a"":""item"",""t"":""2026"",""n"":1}"
1673,51673,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.47,""hp"":2.47","{""a"":""item"",""t"":""2026"",""n"":10}",10647,"{""a"":""item"",""t"":""2026"",""n"":1}"
1674,51674,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.47,""hp"":2.47","{""a"":""item"",""t"":""2026"",""n"":10}",10647,"{""a"":""item"",""t"":""2026"",""n"":1}"
1675,51675,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.47,""hp"":2.47","{""a"":""item"",""t"":""2026"",""n"":10}",10647,"{""a"":""item"",""t"":""2026"",""n"":1}"
1676,51676,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.47,""hp"":2.47","{""a"":""item"",""t"":""2026"",""n"":10}",10647,"{""a"":""item"",""t"":""2026"",""n"":1}"
1677,51677,35036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.47,""hp"":2.47","{""a"":""item"",""t"":""2026"",""n"":10}",10648,"{""a"":""item"",""t"":""2026"",""n"":1}"
1678,51678,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.47,""hp"":2.47","{""a"":""item"",""t"":""2026"",""n"":10}",10648,"{""a"":""item"",""t"":""2026"",""n"":1}"
1679,51679,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.47,""hp"":2.47","{""a"":""item"",""t"":""2026"",""n"":10}",10648,"{""a"":""item"",""t"":""2026"",""n"":1}"
1680,51680,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.47,""hp"":2.47","{""a"":""item"",""t"":""2026"",""n"":10}",10648,"{""a"":""item"",""t"":""2026"",""n"":1}"
1681,51681,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.48,""hp"":2.48","{""a"":""item"",""t"":""2026"",""n"":10}",10649,"{""a"":""item"",""t"":""2026"",""n"":1}"
1682,51682,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.48,""hp"":2.48","{""a"":""item"",""t"":""2026"",""n"":10}",10649,"{""a"":""item"",""t"":""2026"",""n"":1}"
1683,51683,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.48,""hp"":2.48","{""a"":""item"",""t"":""2026"",""n"":10}",10649,"{""a"":""item"",""t"":""2026"",""n"":1}"
1684,51684,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.48,""hp"":2.48","{""a"":""item"",""t"":""2026"",""n"":10}",10649,"{""a"":""item"",""t"":""2026"",""n"":1}"
1685,51685,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.48,""hp"":2.48","{""a"":""item"",""t"":""2026"",""n"":10}",10650,"{""a"":""item"",""t"":""2026"",""n"":1}"
1686,51686,34026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.48,""hp"":2.48","{""a"":""item"",""t"":""2026"",""n"":10}",10650,"{""a"":""item"",""t"":""2026"",""n"":1}"
1687,51687,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.48,""hp"":2.48","{""a"":""item"",""t"":""2026"",""n"":10}",10650,"{""a"":""item"",""t"":""2026"",""n"":1}"
1688,51688,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.48,""hp"":2.48","{""a"":""item"",""t"":""2026"",""n"":10}",10650,"{""a"":""item"",""t"":""2026"",""n"":1}"
1689,51689,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.48,""hp"":2.48","{""a"":""item"",""t"":""2026"",""n"":10}",10651,"{""a"":""item"",""t"":""2026"",""n"":1}"
1690,51690,25076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.48,""hp"":2.48","{""a"":""item"",""t"":""2026"",""n"":10}",10651,"{""a"":""item"",""t"":""2026"",""n"":1}"
1691,51691,34026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.49,""hp"":2.49","{""a"":""item"",""t"":""2026"",""n"":10}",10651,"{""a"":""item"",""t"":""2026"",""n"":1}"
1692,51692,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.49,""hp"":2.49","{""a"":""item"",""t"":""2026"",""n"":10}",10651,"{""a"":""item"",""t"":""2026"",""n"":1}"
1693,51693,14036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.49,""hp"":2.49","{""a"":""item"",""t"":""2026"",""n"":10}",10652,"{""a"":""item"",""t"":""2026"",""n"":1}"
1694,51694,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.49,""hp"":2.49","{""a"":""item"",""t"":""2026"",""n"":10}",10652,"{""a"":""item"",""t"":""2026"",""n"":1}"
1695,51695,31086,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.49,""hp"":2.49","{""a"":""item"",""t"":""2026"",""n"":10}",10652,"{""a"":""item"",""t"":""2026"",""n"":1}"
1696,51696,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.49,""hp"":2.49","{""a"":""item"",""t"":""2026"",""n"":10}",10652,"{""a"":""item"",""t"":""2026"",""n"":1}"
1697,51697,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.49,""hp"":2.49","{""a"":""item"",""t"":""2026"",""n"":10}",10653,"{""a"":""item"",""t"":""2026"",""n"":1}"
1698,51698,55016,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.49,""hp"":2.49","{""a"":""item"",""t"":""2026"",""n"":10}",10653,"{""a"":""item"",""t"":""2026"",""n"":1}"
1699,51699,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.49,""hp"":2.49","{""a"":""item"",""t"":""2026"",""n"":10}",10653,"{""a"":""item"",""t"":""2026"",""n"":1}"
1700,51700,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.49,""hp"":2.49","{""a"":""item"",""t"":""2026"",""n"":10}",10653,"{""a"":""item"",""t"":""2026"",""n"":1}"
1701,51701,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.5,""hp"":2.5","{""a"":""item"",""t"":""2026"",""n"":10}",10654,"{""a"":""item"",""t"":""2026"",""n"":1}"
1702,51702,35036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.5,""hp"":2.5","{""a"":""item"",""t"":""2026"",""n"":10}",10654,"{""a"":""item"",""t"":""2026"",""n"":1}"
1703,51703,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.5,""hp"":2.5","{""a"":""item"",""t"":""2026"",""n"":10}",10654,"{""a"":""item"",""t"":""2026"",""n"":1}"
1704,51704,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.5,""hp"":2.5","{""a"":""item"",""t"":""2026"",""n"":10}",10654,"{""a"":""item"",""t"":""2026"",""n"":1}"
1705,51705,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.5,""hp"":2.5","{""a"":""item"",""t"":""2026"",""n"":10}",10655,"{""a"":""item"",""t"":""2026"",""n"":1}"
1706,51706,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.5,""hp"":2.5","{""a"":""item"",""t"":""2026"",""n"":10}",10655,"{""a"":""item"",""t"":""2026"",""n"":1}"
1707,51707,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.5,""hp"":2.5","{""a"":""item"",""t"":""2026"",""n"":10}",10655,"{""a"":""item"",""t"":""2026"",""n"":1}"
1708,51708,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.5,""hp"":2.5","{""a"":""item"",""t"":""2026"",""n"":10}",10655,"{""a"":""item"",""t"":""2026"",""n"":1}"
1709,51709,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.5,""hp"":2.5","{""a"":""item"",""t"":""2026"",""n"":10}",10656,"{""a"":""item"",""t"":""2026"",""n"":1}"
1710,51710,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.5,""hp"":2.5","{""a"":""item"",""t"":""2026"",""n"":10}",10656,"{""a"":""item"",""t"":""2026"",""n"":1}"
1711,51711,34026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.51,""hp"":2.51","{""a"":""item"",""t"":""2026"",""n"":10}",10656,"{""a"":""item"",""t"":""2026"",""n"":1}"
1712,51712,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.51,""hp"":2.51","{""a"":""item"",""t"":""2026"",""n"":10}",10656,"{""a"":""item"",""t"":""2026"",""n"":1}"
1713,51713,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.51,""hp"":2.51","{""a"":""item"",""t"":""2026"",""n"":10}",10657,"{""a"":""item"",""t"":""2026"",""n"":1}"
1714,51714,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.51,""hp"":2.51","{""a"":""item"",""t"":""2026"",""n"":10}",10657,"{""a"":""item"",""t"":""2026"",""n"":1}"
1715,51715,25076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.51,""hp"":2.51","{""a"":""item"",""t"":""2026"",""n"":10}",10657,"{""a"":""item"",""t"":""2026"",""n"":1}"
1716,51716,34026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.51,""hp"":2.51","{""a"":""item"",""t"":""2026"",""n"":10}",10657,"{""a"":""item"",""t"":""2026"",""n"":1}"
1717,51717,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.51,""hp"":2.51","{""a"":""item"",""t"":""2026"",""n"":10}",10658,"{""a"":""item"",""t"":""2026"",""n"":1}"
1718,51718,14036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.51,""hp"":2.51","{""a"":""item"",""t"":""2026"",""n"":10}",10658,"{""a"":""item"",""t"":""2026"",""n"":1}"
1719,51719,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.51,""hp"":2.51","{""a"":""item"",""t"":""2026"",""n"":10}",10658,"{""a"":""item"",""t"":""2026"",""n"":1}"
1720,51720,13046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.51,""hp"":2.51","{""a"":""item"",""t"":""2026"",""n"":10}",10658,"{""a"":""item"",""t"":""2026"",""n"":1}"
1721,51721,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.52,""hp"":2.52","{""a"":""item"",""t"":""2026"",""n"":10}",10659,"{""a"":""item"",""t"":""2026"",""n"":1}"
1722,51722,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.52,""hp"":2.52","{""a"":""item"",""t"":""2026"",""n"":10}",10659,"{""a"":""item"",""t"":""2026"",""n"":1}"
1723,51723,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.52,""hp"":2.52","{""a"":""item"",""t"":""2026"",""n"":10}",10659,"{""a"":""item"",""t"":""2026"",""n"":1}"
1724,51724,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.52,""hp"":2.52","{""a"":""item"",""t"":""2026"",""n"":10}",10659,"{""a"":""item"",""t"":""2026"",""n"":1}"
1725,51725,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.52,""hp"":2.52","{""a"":""item"",""t"":""2026"",""n"":10}",10660,"{""a"":""item"",""t"":""2026"",""n"":1}"
1726,51726,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.52,""hp"":2.52","{""a"":""item"",""t"":""2026"",""n"":10}",10660,"{""a"":""item"",""t"":""2026"",""n"":1}"
1727,51727,35036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.52,""hp"":2.52","{""a"":""item"",""t"":""2026"",""n"":10}",10660,"{""a"":""item"",""t"":""2026"",""n"":1}"
1728,51728,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.52,""hp"":2.52","{""a"":""item"",""t"":""2026"",""n"":10}",10660,"{""a"":""item"",""t"":""2026"",""n"":1}"
1729,51729,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.52,""hp"":2.52","{""a"":""item"",""t"":""2026"",""n"":10}",10661,"{""a"":""item"",""t"":""2026"",""n"":1}"
1730,51730,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.52,""hp"":2.52","{""a"":""item"",""t"":""2026"",""n"":10}",10661,"{""a"":""item"",""t"":""2026"",""n"":1}"
1731,51731,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.53,""hp"":2.53","{""a"":""item"",""t"":""2026"",""n"":10}",10661,"{""a"":""item"",""t"":""2026"",""n"":1}"
1732,51732,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.53,""hp"":2.53","{""a"":""item"",""t"":""2026"",""n"":10}",10661,"{""a"":""item"",""t"":""2026"",""n"":1}"
1733,51733,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.53,""hp"":2.53","{""a"":""item"",""t"":""2026"",""n"":10}",10662,"{""a"":""item"",""t"":""2026"",""n"":1}"
1734,51734,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.53,""hp"":2.53","{""a"":""item"",""t"":""2026"",""n"":10}",10662,"{""a"":""item"",""t"":""2026"",""n"":1}"
